,B_Ext,B_Time,B_Humid,TFTime,TFValue,TDiff
1492,,,,2021-06-18 21:55:00,15,
1493,,,,2021-06-18 22:32:00,31,
1494,,,,2021-06-18 22:48:00,29,
1495,,,,2021-06-18 23:05:00,15,
1496,,,,2021-06-18 23:21:00,8,
1497,,,,2021-06-18 23:37:00,9,
1498,,,,2021-06-18 23:54:00,6,
1499,,,,2021-06-19 00:10:00,7,
1500,,,,2021-06-19 00:26:00,8,
1501,,,,2021-06-19 00:43:00,8,
1502,,,,2021-06-19 00:59:00,9,
1503,,,,2021-06-19 01:15:00,11,
1504,,,,2021-06-19 01:32:00,10,
1505,,,,2021-06-19 02:09:00,12,
1506,,,,2021-06-19 02:25:00,8,
1507,,,,2021-06-19 02:42:00,9,
1508,,,,2021-06-19 02:58:00,11,
1509,,,,2021-06-19 03:14:00,14,
1510,,,,2021-06-19 03:31:00,17,
1511,,,,2021-06-19 03:47:00,11,
1512,,,,2021-06-19 04:03:00,11,
1513,,,,2021-06-19 04:20:00,13,
1514,,,,2021-06-19 04:36:00,11,
1515,,,,2021-06-19 04:52:00,10,
1516,,,,2021-06-19 05:09:00,8,
1517,,,,2021-06-19 05:25:00,8,
1518,,,,2021-06-19 05:41:00,12,
1519,,,,2021-06-19 05:58:00,8,
1520,,,,2021-06-19 06:35:00,9,
1521,,,,2021-06-19 06:51:00,10,
1522,,,,2021-06-19 07:08:00,12,
1523,,,,2021-06-19 07:24:00,11,
1524,,,,2021-06-19 07:40:00,9,
1525,,,,2021-06-19 07:57:00,11,
1526,,,,2021-06-19 08:13:00,9,
1527,,,,2021-06-19 08:29:00,13,
1528,,,,2021-06-19 08:46:00,8,
1529,,,,2021-06-19 09:02:00,10,
1530,,,,2021-06-19 09:18:00,10,
1531,,,,2021-06-19 09:34:00,9,
1532,,,,2021-06-19 09:51:00,11,
1533,,,,2021-06-19 10:07:00,11,
1534,,,,2021-06-19 10:23:00,13,
1535,,,,2021-06-19 10:40:00,19,
1536,,,,2021-06-19 11:17:00,39,
1537,,,,2021-06-19 11:33:00,14,
1538,,,,2021-06-19 11:50:00,13,
1539,,,,2021-06-19 12:06:00,21,
1540,,,,2021-06-19 12:22:00,19,
1541,,,,2021-06-19 12:39:00,16,
1542,,,,2021-06-19 12:55:00,17,
1543,,,,2021-06-19 13:11:00,14,
1544,,,,2021-06-19 13:28:00,26,
1545,,,,2021-06-19 13:44:00,21,
1546,,,,2021-06-19 14:00:00,21,
1547,,,,2021-06-19 14:17:00,24,
1548,,,,2021-06-19 14:34:00,26,
1549,,,,2021-06-19 14:51:00,23,
1550,,,,2021-06-19 15:07:00,23,
1551,,,,2021-06-19 15:23:00,26,
1552,,,,2021-06-19 15:40:00,19,
1553,,,,2021-06-19 15:56:00,20,
1554,,,,2021-06-19 16:12:00,21,
1555,,,,2021-06-19 16:29:00,19,
1556,,,,2021-06-19 16:45:00,19,
1557,,,,2021-06-19 17:01:00,20,
1558,,,,2021-06-19 17:17:00,27,
1559,,,,2021-06-19 17:34:00,23,
1560,,,,2021-06-19 17:50:00,14,
1561,,,,2021-06-19 18:07:00,26,
1562,,,,2021-06-19 18:23:00,25,
1563,,,,2021-06-19 18:39:00,19,
1564,,,,2021-06-19 18:55:00,50,
1565,,,,2021-06-19 19:12:00,24,
1566,,,,2021-06-19 19:28:00,24,
1567,,,,2021-06-19 19:44:00,23,
1568,,,,2021-06-19 20:01:00,11,
1569,,,,2021-06-19 20:17:00,17,
1570,,,,2021-06-19 20:33:00,19,
1571,,,,2021-06-19 20:50:00,14,
1572,,,,2021-06-19 21:27:00,18,
1573,,,,2021-06-19 21:43:00,6,
1574,,,,2021-06-19 22:00:00,9,
1575,,,,2021-06-19 22:37:00,18,
1576,,,,2021-06-19 22:53:00,9,
1577,,,,2021-06-19 23:10:00,14,
1578,,,,2021-06-19 23:26:00,10,
1579,,,,2021-06-19 23:42:00,12,
1580,,,,2021-06-19 23:59:00,9,
1581,,,,2021-06-20 00:15:00,10,
1582,,,,2021-06-20 00:31:00,11,
1583,,,,2021-06-20 00:48:00,9,
1584,,,,2021-06-20 01:04:00,11,
1585,,,,2021-06-20 01:20:00,6,
1586,,,,2021-06-20 01:37:00,11,
1587,,,,2021-06-20 01:53:00,10,
1588,,,,2021-06-20 02:09:00,8,
1589,,,,2021-06-20 02:26:00,7,
1590,,,,2021-06-20 02:42:00,11,
1591,,,,2021-06-20 03:15:00,12,
1592,,,,2021-06-20 03:31:00,12,
1593,,,,2021-06-20 03:47:00,12,
1594,,,,2021-06-20 04:04:00,12,
1595,,,,2021-06-20 04:20:00,7,
1596,,,,2021-06-20 04:36:00,11,
1597,,,,2021-06-20 04:53:00,10,
1598,,,,2021-06-20 05:09:00,12,
1599,,,,2021-06-20 05:25:00,8,
1600,,,,2021-06-20 05:42:00,10,
1601,,,,2021-06-20 05:58:00,11,
1602,,,,2021-06-20 06:14:00,13,
1603,,,,2021-06-20 06:30:00,41,
1604,,,,2021-06-20 06:47:00,14,
1605,,,,2021-06-20 07:03:00,11,
1606,,,,2021-06-20 07:19:00,13,
1607,,,,2021-06-20 07:36:00,8,
1608,,,,2021-06-20 07:52:00,10,
1609,,,,2021-06-20 08:08:00,11,
1610,,,,2021-06-20 08:25:00,17,
1611,,,,2021-06-20 08:41:00,10,
1612,,,,2021-06-20 08:57:00,14,
1613,,,,2021-06-20 09:30:00,8,
1614,,,,2021-06-20 09:46:00,13,
1615,,,,2021-06-20 10:03:00,8,
1616,,,,2021-06-20 10:19:00,9,
1617,,,,2021-06-20 10:35:00,11,
1618,,,,2021-06-20 10:52:00,13,
1619,,,,2021-06-20 11:08:00,105,
1620,,,,2021-06-20 11:24:00,12,
1621,,,,2021-06-20 11:41:00,10,
1622,,,,2021-06-20 11:57:00,25,
1623,,,,2021-06-20 12:13:00,7,
1624,,,,2021-06-20 12:30:00,25,
1625,,,,2021-06-20 13:07:00,30,
1626,,,,2021-06-20 13:23:00,17,
1627,,,,2021-06-20 13:40:00,23,
1628,,,,2021-06-20 13:56:00,23,
1629,,,,2021-06-20 14:12:00,16,
1630,,,,2021-06-20 14:29:00,19,
1631,,,,2021-06-20 14:45:00,18,
1632,,,,2021-06-20 15:01:00,25,
1633,,,,2021-06-20 15:18:00,26,
1634,,,,2021-06-20 15:34:00,20,
1635,,,,2021-06-20 15:50:00,22,
1636,,,,2021-06-20 16:07:00,18,
1637,,,,2021-06-20 16:23:00,20,
1638,,,,2021-06-20 16:39:00,19,
1639,,,,2021-06-20 16:55:00,18,
1640,,,,2021-06-20 17:33:00,37,
1641,,,,2021-06-20 17:49:00,21,
1642,,,,2021-06-20 18:05:00,24,
1643,,,,2021-06-20 18:22:00,19,
1644,,,,2021-06-20 18:38:00,17,
1645,,,,2021-06-20 18:54:00,22,
1646,,,,2021-06-20 19:11:00,18,
1647,,,,2021-06-20 19:27:00,20,
1648,,,,2021-06-20 19:43:00,24,
1649,,,,2021-06-20 20:00:00,12,
1650,,,,2021-06-20 20:16:00,19,
1651,,,,2021-06-20 20:32:00,19,
1652,,,,2021-06-20 20:49:00,17,
1653,,,,2021-06-20 21:05:00,14,
1654,,,,2021-06-20 21:21:00,21,
1655,,,,2021-06-20 21:38:00,19,
1656,,,,2021-06-20 21:54:00,21,
1657,,,,2021-06-20 22:10:00,14,
1658,,,,2021-06-20 22:27:00,24,
1659,,,,2021-06-20 22:43:00,16,
1660,,,,2021-06-20 22:59:00,19,
1661,,,,2021-06-20 23:16:00,0,
1662,,,,2021-06-20 23:32:00,12,
1663,,,,2021-06-20 23:48:00,10,
1664,,,,2021-06-21 00:05:00,11,
1665,,,,2021-06-21 00:21:00,11,
1666,,,,2021-06-21 00:38:00,10,
1667,,,,2021-06-21 00:54:00,17,
1668,,,,2021-06-21 01:10:00,11,
1669,,,,2021-06-21 01:26:00,11,
1670,,,,2021-06-21 01:43:00,12,
1671,,,,2021-06-21 01:59:00,14,
1672,,,,2021-06-21 02:15:00,10,
1673,,,,2021-06-21 02:32:00,10,
1674,,,,2021-06-21 02:48:00,12,
1675,,,,2021-06-21 03:04:00,9,
1676,,,,2021-06-21 03:21:00,9,
1677,,,,2021-06-21 03:37:00,85,
1678,,,,2021-06-21 03:53:00,10,
1679,,,,2021-06-21 04:10:00,14,
1680,,,,2021-06-21 04:26:00,9,
1681,,,,2021-06-21 04:42:00,11,
1682,,,,2021-06-21 04:59:00,13,
1683,,,,2021-06-21 05:15:00,8,
1684,,,,2021-06-21 05:31:00,6,
1685,,,,2021-06-21 05:48:00,9,
1686,,,,2021-06-21 06:04:00,14,
1687,,,,2021-06-21 06:20:00,12,
1688,,,,2021-06-21 06:37:00,12,
1689,,,,2021-06-21 06:53:00,10,
1690,,,,2021-06-21 07:09:00,12,
1691,,,,2021-06-21 07:26:00,12,
1692,,,,2021-06-21 07:42:00,63,
1693,,,,2021-06-21 07:58:00,15,
1694,,,,2021-06-21 08:15:00,91,
1695,,,,2021-06-21 08:31:00,15,
1696,,,,2021-06-21 08:47:00,17,
1697,,,,2021-06-21 09:03:00,10,
1698,,,,2021-06-21 09:20:00,12,
1699,,,,2021-06-21 09:57:00,21,
1700,,,,2021-06-21 10:13:00,14,
1701,,,,2021-06-21 10:30:00,15,
1702,,,,2021-06-21 10:46:00,13,
1703,,,,2021-06-21 11:02:00,18,
1704,,,,2021-06-21 11:19:00,21,
1705,,,,2021-06-21 11:35:00,24,
1706,,,,2021-06-21 11:51:00,22,
1707,,,,2021-06-21 12:08:00,15,
1708,,,,2021-06-21 12:24:00,27,
1709,,,,2021-06-21 12:57:00,16,
1710,,,,2021-06-21 13:13:00,14,
1711,,,,2021-06-21 13:29:00,20,
1712,,,,2021-06-21 13:46:00,18,
1713,,,,2021-06-21 14:02:00,17,
1714,,,,2021-06-21 14:18:00,21,
1715,,,,2021-06-21 14:35:00,16,
1716,,,,2021-06-21 14:51:00,16,
1717,,,,2021-06-21 15:07:00,22,
1718,,,,2021-06-21 15:24:00,18,
1719,,,,2021-06-21 15:40:00,26,
1720,,,,2021-06-21 15:56:00,27,
1721,,,,2021-06-21 16:13:00,20,
1722,,,,2021-06-21 16:29:00,21,
1723,,,,2021-06-21 16:45:00,18,
1724,,,,2021-06-21 17:18:00,15,
1725,,,,2021-06-21 17:34:00,23,
1726,,,,2021-06-21 18:12:00,29,
1727,,,,2021-06-21 18:28:00,26,
1728,,,,2021-06-21 18:44:00,24,
1729,,,,2021-06-21 19:01:00,22,
1730,,,,2021-06-21 19:17:00,20,
1731,,,,2021-06-21 19:33:00,18,
1732,,,,2021-06-21 19:50:00,24,
1733,,,,2021-06-21 20:06:00,28,
1734,,,,2021-06-21 20:22:00,46,
1735,,,,2021-06-21 20:38:00,20,
1736,,,,2021-06-21 20:55:00,13,
1737,,,,2021-06-21 21:11:00,12,
1738,,,,2021-06-21 21:28:00,0,
1739,,,,2021-06-21 22:05:00,18,
1740,,,,2021-06-21 22:21:00,14,
1741,,,,2021-06-21 22:38:00,11,
1742,,,,2021-06-21 22:54:00,6,
1743,,,,2021-06-21 23:10:00,6,
1744,,,,2021-06-21 23:27:00,7,
1745,,,,2021-06-21 23:43:00,7,
1746,,,,2021-06-21 23:59:00,7,
1747,,,,2021-06-22 00:16:00,11,
1748,,,,2021-06-22 00:32:00,8,
1749,,,,2021-06-22 00:48:00,10,
1750,,,,2021-06-22 01:05:00,9,
1751,,,,2021-06-22 01:21:00,8,
1752,,,,2021-06-22 01:37:00,9,
1753,,,,2021-06-22 01:54:00,11,
1754,,,,2021-06-22 02:10:00,10,
1755,,,,2021-06-22 02:26:00,11,
1756,,,,2021-06-22 02:42:00,10,
1757,,,,2021-06-22 03:20:00,12,
1758,,,,2021-06-22 04:18:00,17,
1759,,,,2021-06-22 04:56:00,17,
1760,,,,2021-06-22 05:12:00,11,
1761,,,,2021-06-22 05:28:00,11,
1762,,,,2021-06-22 05:44:00,10,
1763,,,,2021-06-22 06:01:00,8,
1764,,,,2021-06-22 06:17:00,10,
1765,,,,2021-06-22 06:34:00,11,
1766,,,,2021-06-22 06:50:00,10,
1767,,,,2021-06-22 07:06:00,9,
1768,,,,2021-06-22 07:22:00,8,
1769,,,,2021-06-22 07:39:00,13,
1770,,,,2021-06-22 07:55:00,11,
1771,,,,2021-06-22 08:12:00,10,
1772,,,,2021-06-22 08:28:00,10,
1773,,,,2021-06-22 08:44:00,15,
1774,,,,2021-06-22 09:00:00,12,
1775,,,,2021-06-22 09:17:00,11,
1776,,,,2021-06-22 09:33:00,13,
1777,,,,2021-06-22 09:49:00,11,
1778,,,,2021-06-22 10:06:00,9,
1779,,,,2021-06-22 10:22:00,10,
1780,,,,2021-06-22 10:38:00,14,
1781,,,,2021-06-22 10:55:00,12,
1782,,,,2021-06-22 11:27:00,16,
1783,,,,2021-06-22 11:44:00,12,
1784,,,,2021-06-22 12:00:00,8,
1785,,,,2021-06-22 12:16:00,6,
1786,,,,2021-06-22 12:33:00,8,
1787,,,,2021-06-22 13:05:00,8,
1788,,,,2021-06-22 13:22:00,13,
1789,,,,2021-06-22 13:38:00,6,
1790,,,,2021-06-22 13:54:00,8,
1791,,,,2021-06-22 14:11:00,12,
1792,,,,2021-06-22 14:27:00,20,
1793,,,,2021-06-22 14:43:00,14,
1794,,,,2021-06-22 15:00:00,9,
1795,,,,2021-06-22 15:16:00,12,
1796,,,,2021-06-22 15:53:00,17,
1797,,,,2021-06-22 16:09:00,9,
1798,,,,2021-06-22 16:42:00,11,
1799,,,,2021-06-22 16:58:00,10,
1800,,,,2021-06-22 17:15:00,12,
1801,,,,2021-06-22 17:31:00,12,
1802,,,,2021-06-22 17:47:00,16,
1803,,,,2021-06-22 18:04:00,17,
1804,,,,2021-06-22 18:20:00,15,
1805,,,,2021-06-22 18:36:00,8,
1806,,,,2021-06-22 18:53:00,0,
1807,,,,2021-06-22 19:09:00,14,
1808,,,,2021-06-22 19:26:00,14,
1809,,,,2021-06-22 19:42:00,17,
1810,,,,2021-06-22 19:58:00,25,
1811,,,,2021-06-22 20:15:00,24,
1812,,,,2021-06-22 20:31:00,23,
1813,,,,2021-06-22 20:47:00,20,
1814,,,,2021-06-22 21:04:00,20,
1815,,,,2021-06-22 21:41:00,16,
1816,,,,2021-06-22 21:57:00,27,
1817,,,,2021-06-22 22:14:00,12,
1818,,,,2021-06-22 22:51:00,13,
1819,,,,2021-06-22 23:07:00,12,
1820,,,,2021-06-22 23:23:00,8,
1821,,,,2021-06-22 23:40:00,8,
1822,,,,2021-06-22 23:56:00,11,
1823,,,,2021-06-23 00:12:00,13,
1824,,,,2021-06-23 00:29:00,11,
1825,,,,2021-06-23 00:45:00,9,
1826,,,,2021-06-23 01:22:00,11,
1827,,,,2021-06-23 01:39:00,9,
1828,,,,2021-06-23 01:55:00,5,
1829,,,,2021-06-23 02:11:00,7,
1830,,,,2021-06-23 02:28:00,9,
1831,,,,2021-06-23 02:44:00,12,
1832,,,,2021-06-23 03:00:00,9,
1833,,,,2021-06-23 03:17:00,9,
1834,,,,2021-06-23 03:33:00,13,
1835,,,,2021-06-23 03:49:00,9,
1836,,,,2021-06-23 04:06:00,8,
1837,,,,2021-06-23 04:22:00,11,
1838,,,,2021-06-23 04:38:00,10,
1839,,,,2021-06-23 04:55:00,10,
1840,,,,2021-06-23 05:11:00,12,
1841,,,,2021-06-23 05:27:00,14,
1842,,,,2021-06-23 05:44:00,12,
1843,,,,2021-06-23 06:00:00,11,
1844,,,,2021-06-23 06:16:00,14,
1845,,,,2021-06-23 06:33:00,16,
1846,,,,2021-06-23 06:49:00,11,
1847,,,,2021-06-23 07:05:00,16,
1848,,,,2021-06-23 07:22:00,11,
1849,,,,2021-06-23 07:38:00,13,
1850,,,,2021-06-23 07:54:00,10,
1851,,,,2021-06-23 08:11:00,10,
1852,,,,2021-06-23 08:27:00,10,
1853,,,,2021-06-23 08:43:00,9,
1854,,,,2021-06-23 09:00:00,9,
1855,,,,2021-06-23 09:16:00,10,
1856,,,,2021-06-23 09:49:00,6,
1857,,,,2021-06-23 10:05:00,11,
1858,,,,2021-06-23 10:21:00,12,
1859,,,,2021-06-23 10:38:00,12,
1860,,,,2021-06-23 10:54:00,36,
1861,,,,2021-06-23 11:10:00,1098,
1862,,,,2021-06-23 11:26:00,13,
1863,,,,2021-06-23 11:43:00,13,
1864,,,,2021-06-23 11:59:00,13,
1865,,,,2021-06-23 12:15:00,11,
1866,,,,2021-06-23 12:32:00,10,
1867,,,,2021-06-23 12:48:00,10,
1868,,,,2021-06-23 13:25:00,32,
1869,,,,2021-06-23 13:42:00,22,
1870,,,,2021-06-23 13:58:00,24,
1871,,,,2021-06-23 14:14:00,14,
1872,,,,2021-06-23 14:47:00,13,
1873,,,,2021-06-23 15:03:00,15,
1874,,,,2021-06-23 15:20:00,17,
1875,,,,2021-06-23 15:36:00,22,
1876,,,,2021-06-23 15:52:00,17,
1877,,,,2021-06-23 16:09:00,20,
1878,,,,2021-06-23 16:25:00,18,
1879,,,,2021-06-23 16:41:00,1536,
1880,,,,2021-06-23 16:58:00,17,
1881,,,,2021-06-23 17:35:00,33,
1882,,,,2021-06-23 17:51:00,17,
1883,,,,2021-06-23 18:08:00,17,
1884,,,,2021-06-23 18:24:00,14,
1885,,,,2021-06-23 18:40:00,14,
1886,,,,2021-06-23 19:18:00,32,
1887,,,,2021-06-23 19:34:00,14,
1888,,,,2021-06-23 19:50:00,18,
1889,,,,2021-06-23 20:28:00,33,
1890,,,,2021-06-23 20:44:00,23,
1891,,,,2021-06-23 21:00:00,23,
1892,,,,2021-06-23 21:17:00,23,
1893,,,,2021-06-23 21:33:00,21,
1894,,,,2021-06-23 21:49:00,15,
1895,,,,2021-06-23 22:06:00,18,
1896,,,,2021-06-23 22:22:00,22,
1897,,,,2021-06-23 22:38:00,15,
1898,,,,2021-06-23 22:55:00,12,
1899,,,,2021-06-23 23:11:00,12,
1900,,,,2021-06-23 23:27:00,12,
1901,,,,2021-06-23 23:44:00,10,
1902,,,,2021-06-24 00:00:00,10,
1903,,,,2021-06-24 00:16:00,9,
1904,,,,2021-06-24 00:32:00,10,
1905,,,,2021-06-24 00:49:00,9,
1906,,,,2021-06-24 01:05:00,9,
1907,,,,2021-06-24 01:21:00,8,
1908,,,,2021-06-24 01:38:00,10,
1909,,,,2021-06-24 01:54:00,9,
1910,,,,2021-06-24 02:10:00,9,
1911,,,,2021-06-24 02:27:00,10,
1912,,,,2021-06-24 02:43:00,9,
1913,,,,2021-06-24 02:59:00,10,
1914,,,,2021-06-24 03:16:00,13,
1915,,,,2021-06-24 03:32:00,6,
1916,,,,2021-06-24 03:48:00,14,
1917,,,,2021-06-24 04:05:00,7,
1918,,,,2021-06-24 04:42:00,15,
1919,,,,2021-06-24 05:19:00,14,
1920,,,,2021-06-24 05:36:00,9,
1921,,,,2021-06-24 05:52:00,9,
1922,,,,2021-06-24 06:08:00,12,
1923,,,,2021-06-24 06:25:00,14,
1924,,,,2021-06-24 06:41:00,11,
1925,,,,2021-06-24 06:57:00,11,
1926,,,,2021-06-24 07:14:00,10,
1927,,,,2021-06-24 07:30:00,7,
1928,,,,2021-06-24 07:46:00,7,
1929,,,,2021-06-24 08:03:00,11,
1930,,,,2021-06-24 08:19:00,15,
1931,,,,2021-06-24 08:35:00,12,
1932,,,,2021-06-24 08:52:00,11,
1933,,,,2021-06-24 09:08:00,14,
1934,,,,2021-06-24 09:24:00,12,
1935,,,,2021-06-24 09:41:00,9,
1936,,,,2021-06-24 09:57:00,11,
1937,,,,2021-06-24 10:13:00,9,
1938,,,,2021-06-24 10:30:00,5,
1939,,,,2021-06-24 10:46:00,18,
1940,,,,2021-06-24 11:02:00,16,
1941,,,,2021-06-24 11:18:00,9,
1942,,,,2021-06-24 11:35:00,14,
1943,,,,2021-06-24 11:51:00,14,
1944,,,,2021-06-24 12:07:00,19,
1945,,,,2021-06-24 12:24:00,19,
1946,,,,2021-06-24 12:40:00,15,
1947,,,,2021-06-24 12:56:00,12,
1948,,,,2021-06-24 13:13:00,13,
1949,,,,2021-06-24 13:29:00,15,
1950,,,,2021-06-24 13:45:00,16,
1951,,,,2021-06-24 14:02:00,24,
1952,,,,2021-06-24 14:18:00,9,
1953,,,,2021-06-24 14:34:00,19,
1954,,,,2021-06-24 14:51:00,16,
1955,,,,2021-06-24 15:07:00,17,
1956,,,,2021-06-24 15:23:00,18,
1957,,,,2021-06-24 16:01:00,29,
1958,,,,2021-06-24 16:17:00,19,
1959,,,,2021-06-24 16:33:00,17,
1960,,,,2021-06-24 16:50:00,12,
1961,,,,2021-06-24 17:06:00,18,
1962,,,,2021-06-24 17:22:00,16,
1963,,,,2021-06-24 17:39:00,16,
1964,,,,2021-06-24 17:55:00,17,
1965,,,,2021-06-24 18:11:00,14,
1966,,,,2021-06-24 18:28:00,19,
1967,,,,2021-06-24 18:44:00,11,
1968,,,,2021-06-24 19:00:00,16,
1969,,,,2021-06-24 19:17:00,19,
1970,,,,2021-06-24 19:33:00,17,
1971,,,,2021-06-24 19:49:00,10,
1972,,,,2021-06-24 20:06:00,18,
1973,,,,2021-06-24 20:22:00,18,
1974,,,,2021-06-24 20:38:00,13,
1975,,,,2021-06-24 20:55:00,20,
1976,,,,2021-06-24 21:48:00,19,
1977,,,,2021-06-24 22:05:00,17,
1978,,,,2021-06-24 22:21:00,14,
1979,,,,2021-06-24 22:37:00,13,
1980,,,,2021-06-24 23:10:00,11,
1981,,,,2021-06-24 23:47:00,12,
1982,,,,2021-06-25 00:25:00,15,
1983,,,,2021-06-25 00:41:00,8,
1984,,,,2021-06-25 00:57:00,6,
1985,,,,2021-06-25 01:14:00,11,
1986,,,,2021-06-25 01:30:00,12,
1987,,,,2021-06-25 01:46:00,15,
